"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sub-Saharan Africa","SSF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1597.16317297873","1629.86026949297","1587.55362791843","1583.40839360297","1597.6510422963","1669.10892131882","1745.18828347027","1803.70212223938","1817.33019190621","1841.34237963637","1866.31289124982","1947.37784860829","2050.17067921224","2115.23418189659","2252.82886117537","2406.40625666987","2608.53081147715","2755.60047343984","2871.37593840398","2932.36623424619","3058.48003049448","3161.72575283078","3202.24277919275","3362.43294958324","3551.02286109239","3581.6705895919","3604.10245365934","3657.46616067448","3742.2176680881","3823.55244218584","3702.09395959794",
"Small states","SST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9815.1681263121","10327.9472476729","10790.6464252512","11384.9549763019","12229.6504201463","12936.9434957732","14912.5985211626","16431.1567086574","17587.6812015131","17291.2648334214","18352.7927133429","19837.4491393949","20992.1118144254","21508.7308927269","21475.0706915957","19107.6929880658","18707.1977795316","19980.7856656679","20383.3498405234","20809.9519657556","19355.0027236554",
"Sao Tome and Principe","STP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770","1810","1950","2030","2200","2520","2620","2720","2730","2890","3010","2900","3350","3880","3820","3900","3940","4090","4160","4260",
"Suriname","SUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6600","6870","6940","6450","6740","6790","6860","7170","7340","7160","7340","7240","8020","8590","9430","10220","10980","11950","12630","12900","13230","13620","15170","16390","17030","17170","14290","16260","17560","17880","15000",
"Slovak Republic","SVK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8720","9470","10110","10640","10670","11340","12400","13280","13480","14630","16220","18360","20610","23320","22980","24690","25180","26510","27790","28670","29200","28890","29510","31070","31980","31290",
"Slovenia","SVN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13660","14310","15270","16030","17070","17970","18940","20060","20870","22420","23630","25360","26900","28830","27100","27480","28540","28590","29570","30590","30650","33080","35850","38290","40530","",
"Sweden","SWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19880","20040","19890","19710","21120","22410","23240","24150","25330","27430","29650","29960","31010","32320","34020","34710","38660","42080","43610","41250","43400","45520","46470","47350","48180","49500","50720","52850","54570","56670","56270",
"Eswatini","SWZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3700","3820","3950","3960","3860","4290","4600","4720","4620","4850","4810","5160","5110","5280","5710","6560","6770","7270","7320","7300","7380","7570","7730","8330","8420","8470","8240","7840","8130","8080","8380",
"Sint Maarten (Dutch part)","SXM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31440","32950","36500","32540","32590","38380","37920","38220","37080","35390","","",
"Seychelles","SYC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8650","9130","10040","10670","10690","10330","10980","12460","13220","13320","13540","13840","12820","12930","13940","15590","17200","17880","17210","17380","18350","19500","20350","21200","22430","22610","23720","25220","26680","27630","24310",
"Syrian Arab Republic","SYR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22070","24140","26420","26620","28010","30060","",
"Chad","TCD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","760","810","660","730","740","740","760","810","780","760","830","870","840","1120","1310","1300","1370","1350","1570","1760","1750","1690","1500","1600","1760","1630","1570","1590","1620","1580",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1435.28800648087","1574.73805154123","1750.93526898151","1957.28899391726","2186.52864533743","2396.15559086669","2624.64540270096","2818.38705564753","2829.85346249391","3000.42553811709","3269.18281542278","3536.73647432251","3847.35781376102","4221.48351841897","4681.25497163466","5213.45941768376","5916.47369833784","6764.6170963306","7433.5959185501","7934.95701922599","8736.26276076055","9558.1787309287","10398.5262194152","10944.3433766332","11535.0116638697","11824.758088358","12349.7122311984","13046.4062087364","14074.1558497907","15086.893286898","15251.8618413035",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6769.36859581615","6608.36566702283","6157.72149239878","6017.93388823595","5584.49086812603","5671.60665917237","5801.72995937184","6059.17889775382","5656.78243476522","5851.52513121267","6495.86713463189","6897.05363768502","7387.6869246869","8026.2633984699","8956.45180788544","9943.40165693849","11691.2285220645","13037.4865195679","14882.8636839807","14474.9075701947","15476.5731202263","16966.5140969908","17941.308336462","19214.6200473444","19701.2089498082","19537.0860929544","20056.2465085602","21361.2164059867","22742.0431616236","23285.6945325929","23135.7778403825",
"Togo","TGO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","820","820","790","670","740","810","890","1000","970","960","950","960","990","1050","1040","990","1020","1010","1050","1090","1140","1280","1230","1280","1340","1440","1970","2010","2120","2220","2230",
"Thailand","THA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4260","4710","5120","5650","6170","6730","7120","6930","6330","6700","7160","7430","7890","8500","9190","9800","10610","11470","11800","11760","12640","13190","14190","14420","14680","15010","15840","16640","17630","18530","17730",
"Tajikistan","TJK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2640","2480","1770","1490","1010","1000","800","860","910","940","1000","1100","1240","1360","1540","1960","2250","2540","2780","2640","2880","3180","3510","3980","4090","3730","3600","3730","4050","4330","4500",
"Turkmenistan","TKM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4470","3740","3410","3630","3270","3460","4000","4120","4420","4450","4680","4980","5420","6190","7210","8100","8460","8990","10200","10920","11630","12280","12890","13500","13620","14560","15600","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6057.41107317291","6421.49203490269","6658.5837039792","6842.91644240093","7157.6606189485","7320.83521875821","7577.35659165063","7980.93194337773","8097.13810645646","8067.18620524796","8490.1468982177","8598.09737978135","8611.06227820556","8817.47755948111","9419.38951043839","10026.8001426301","10985.4459909084","11816.3975973087","12440.1488101736","12236.7340165119","12957.9867100869","13826.09262088","14117.2610629182","14633.2596023348","14953.77334201","14784.2657021478","15017.1930685026","15633.5110000516","16005.1373988655","16348.2008714729","15351.8170670488",
"Timor-Leste","TLS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1780","1960","2220","1790","2060","2530","3840","5400","8350","6270","7410","9080","8700","7390","6270","5100","4230","4470","4490","4960","4490",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4726.81327897521","5094.7047256002","5335.23901371432","5493.20503735862","5554.74489817666","5694.23264195407","6015.23589249426","6217.52007813452","6612.03000028114","6868.10320143233","7370.44464244736","7617.41300173073","7809.74258565457","7944.4093290147","8660.30073614154","9057.60962238129","9741.75215382247","10515.6704957878","10986.3619990202","11119.8538140472","11556.534736251","11460.740093512","11776.0923229158","11644.2534842097","11265.9793243956","10552.2711781557","10536.0545024164","10845.7025388842","10924.5540896861","10918.79613426","10617.7576371135",
"Tonga","TON","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2280","2490","2530","2670","2970","3160","3280","3370","3540","3670","3700","3860","4150","4240","4250","4300","4480","4560","4840","4670","4760","5190","5380","5520","5680","5830","6230","6720","6960","6980","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1231.59161997474","1267.88130911964","1342.28734458884","1404.61212559832","1490.29348909595","1595.17959690278","1702.46645296636","1761.83742637903","1843.61159193607","1979.29661052485","2061.64976186785","2163.65055458976","2240.66642900606","2406.96047072643","2616.96136641612","2854.5707546407","3116.62055963115","3387.74141788125","3507.36370132584","3724.84092403428","3984.14769600016","4223.54971238188","4542.63963528242","4722.5014101996","4897.18459791323","5104.51285007157","5375.61637489313","5727.57367089096","6169.48194402658","6462.56987707023","6058.26957884886",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1597.16317297873","1629.86026949297","1587.55362791843","1583.40839360297","1597.6510422963","1669.10892131882","1745.18828347027","1803.70212223938","1817.33019190621","1841.34237963637","1866.31289124982","1947.37784860829","2050.17067921224","2115.23418189659","2252.82886117537","2406.40625666987","2608.53081147715","2755.60047343984","2871.37593840398","2932.36623424619","3058.48003049448","3161.72575283078","3202.24277919275","3362.43294958324","3551.02286109239","3581.6705895919","3604.10245365934","3657.46616067448","3742.2176680881","3823.55244218584","3702.09395959794",
"Trinidad and Tobago","TTO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6510","6850","7680","7870","8170","8720","9320","10430","11510","12560","13430","14490","15950","18360","20910","22320","25850","27890","29280","27810","29040","27460","27390","28330","27850","26930","26030","26540","26120","26720","24800",
"Tunisia","TUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3500","3650","3920","3950","4110","4260","4550","4840","5090","5420","5720","6020","6150","6530","7060","7380","7980","8600","9010","9320","9680","9590","9790","9780","10070","9890","10070","10280","10640","10720","9990",
"Turkey","TUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8410","8620","9200","10020","9460","10230","10980","11820","9000","8650","9490","9050","9220","9520","10820","11880","13580","14830","16020","15430","17410","19630","20620","22240","23880","25460","26230","27550","27510","26860","27780",
"Tuvalu","TUV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4730","5840","4050","4460","4400","4410","5150","5120","5260","4690","4750","4050","5030","4420","5670","5640","5570","6080","6160","6430",
"Tanzania","TZA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930","950","950","950","960","990","1040","1060","1090","1130","1180","1230","1320","1390","1490","1600","1730","1830","1920","1980","2050","2190","2070","2160","2210","2300","2420","2470","2620","2810","2760",
"Uganda","UGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660","700","710","770","810","900","970","1010","1040","1110","1120","1160","1250","1320","1390","1480","1640","1770","1910","1990","2050","2220","1970","1970","2040","2090","2050","2030","2110","2220","2260",
"Ukraine","UKR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7470","7050","6350","5440","4370","3940","3640","3620","3600","3650","3980","4550","4930","5560","6460","6900","7650","8600","8980","7660","8120","8700","9190","10510","10620","10040","11040","12140","12960","13750","13260",
"Upper middle income","UMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3186.42246235667","3329.58932607699","3430.64699205866","3613.13585902837","3768.27300708757","3946.28894017078","4174.56213398521","4435.05809670529","4460.88207743282","4646.53168557855","5054.73760602845","5314.92766460344","5621.41711556584","6020.79864894222","6662.8742134377","7343.83162457725","8374.81593042823","9394.86779710055","10352.2967119649","10640.1448618833","11541.9276021524","12539.0947259308","13404.2015251712","14100.6647131197","14660.3763707432","14726.8471130231","15179.7895716333","16029.8298502093","17039.6910101353","17884.1080169751","17790.3610077316",
"Uruguay","URY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6170","6640","7320","7650","8300","8310","8890","9800","10290","10250","10230","10030","9480","9290","10000","11250","12130","13250","14320","14960","16190","17390","16830","18110","18780","19290","21410","21730","22250","22810","21630",
"United States","USA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23640","24100","25090","25910","27250","28450","29870","31500","33120","34720","36800","37700","38430","39740","42060","44560","47160","48280","48290","46940","48910","50820","53110","54330","56710","58290","59030","61410","64110","66060","",
"Uzbekistan","UZB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2220","2170","2060","2050","2080","2170","2260","2360","2450","2570","2690","2840","3120","3410","3710","4310","4790","4970","5220","5600","5780","6050","6250","6450","6520","6650","7120","7400","7350",
"St. Vincent and the Grenadines","VCT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3670","3710","4020","4390","4390","4830","5040","5260","5530","5690","5920","6210","6700","7250","7680","8130","9130","9800","10150","10170","9960","10110","10400","10850","10850","11360","12370","12190","12740","12910","12810",
"Venezuela, RB","VEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9450","10520","10960","11010","10700","11200","11160","11790","11740","11130","11610","11980","10750","9960","11830","13450","15140","16930","17760","16900","16530","17090","","","","","","","","","",
"British Virgin Islands","VGB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","860","930","1030","1120","1240","1380","1500","1630","1720","1820","2120","2280","2430","2620","2880","2910","3160","3420","3650","3450","4050","4330","4840","5130","5470","5790","6300","6650","7290","7890","8200",
"Vanuatu","VUT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1670","1530","1520","1520","1620","1650","1740","1850","2030","2060","2120","2110","1930","1990","2060","2150","2400","2470","2710","2660","2670","2760","2670","2810","2890","2840","2900","3040","3190","3440","2880",
"World","WLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5473.18542948339","5688.2483285864","5859.16035044568","6023.64427588217","6255.09896061023","6505.98333042383","6799.51228018992","7102.05632290536","7244.94725959837","7497.16387558962","7968.34896880121","8250.72965883964","8523.49068226076","8880.33469892018","9488.41021480717","10092.2984041047","10959.460213255","11696.9472515124","12206.5699983099","12168.1074659026","12831.2802791398","13521.9371426683","14097.213634704","14590.3612335383","15012.7740164378","15142.6521662252","15531.7887321881","16210.1606218985","16963.6757552599","17535.3650450915","",
"Samoa","WSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1690","1680","","","","","","","","","","","3720","3920","4210","4460","4680","5100","5210","5040","5200","5440","5290","5310","5350","5700","6180","6270","6230","6480","",
"Kosovo","XKX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5540","6050","6490","7110","7560","7620","7900","8410","8730","9010","9230","9730","10190","10740","11340","12240","11650",
"Yemen, Rep.","YEM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2060","2090","2220","2260","2350","2370","2320","2400","2590","2550","2720","2840","2890","2930","3010","3190","3410","3520","3590","3750","3920","3350","3340","3520","","","","","","","",
"South Africa","ZAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6180","6240","6120","6200","6400","6590","6850","7020","7010","7170","7540","7740","8110","8380","8960","9600","10320","10870","11300","11150","11470","11860","11730","12120","12190","12240","12240","12320","12520","12640","11870",
"Zambia","ZMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","1320","1310","1430","1330","1360","1440","1480","1440","1510","1570","1660","1720","1840","1900","2020","2150","2280","2530","2850","2970","3160","3360","3430","3470","3360","3300","3330","3550","3560","3360",
"Zimbabwe","ZWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740","1850","1680","1710","1870","1890","2110","2170","2220","2230","2190","2270","2110","1780","1710","1650","1620","1580","1290","1330","1610","1800","2070","2310","2360","2410","2560","3210","3370","3100","2850",
